network_name	network_size	batch_size	latent_features	beta	learning_rate	weight_decay	patience	training_runs	training_time	train_loss	eval_loss	test_loss	training_beta_kl_loss	training_recon_loss
VAE_e30_lf32_b0.5_hl128_lr1e-05	0	500	32	0.5	1e-05	0	0	30	[14.406477928161621, 13.809051275253296, 13.812811613082886, 13.793405532836914, 13.785475730895996, 13.854449272155762, 13.92635464668274, 13.861294746398926, 13.844396829605103, 13.865494728088379, 13.850644588470459, 13.852135181427002, 13.86637806892395, 13.858903884887695, 13.856829166412354, 13.862084865570068, 13.849328517913818, 13.856183528900146, 13.852204322814941, 13.854394674301147, 13.850476503372192, 13.851621389389038, 13.861853122711182, 13.859312534332275, 13.848267316818237, 13.84931993484497, 13.854390859603882, 13.85629391670227, 13.844989538192749, 13.833179712295532]	[684.2370744205657, 37.645351642654056, 31.02999396551223, 28.499616197177343, 26.466938893000286, 24.661953920409793, 22.981910887218657, 21.428080592836654, 19.962195762566157, 18.56088125705719, 17.216011498655593, 15.946146598884038, 14.747075191565923, 13.615373452504477, 12.550859888394674, 11.551772912343344, 10.623374206679207, 9.767680186600913, 8.975151314621879, 8.257928270669211, 7.59430654275985, 6.977439050163541, 6.405792974290394, 5.902303462936764, 5.443555888675508, 5.0354442071347005, 4.668022188402357, 4.326554952632813, 4.030960458375159, 3.7757620307661237]	0	0	[670.2472575221743, 32.28756420952933, 28.512416527384804, 26.14931610084715, 24.17039249624525, 22.393941107250395, 20.73484188034421, 19.19788352080754, 17.749969175883702, 16.358922067142668, 15.026977717876434, 13.771301053819203, 12.58414066689355, 11.46325843674796, 10.41137915565854, 9.424051174095698, 8.50631693573225, 7.662441029435112, 6.8817963642733435, 6.174909512201945, 5.522103486316545, 4.916324013755435, 4.351999270774069, 3.859589146006675, 3.408532494590396, 3.007665507850193, 2.647124375615801, 2.3121900562019575, 2.0223783754876683, 1.770669699424789]	[13.989804622672853, 5.357787496986843, 2.5175774480615343, 2.3503001360666183, 2.296546382563455, 2.2680127854858125, 2.2470689692667554, 2.2301970720291138, 2.2122266654457365, 2.201959186366626, 2.1890338148389543, 2.174845513133776, 2.162934509061632, 2.152115014337358, 2.1394807231568156, 2.1277217325710116, 2.117057241499424, 2.105239155391852, 2.093354951058115, 2.0830187520810535, 2.0722030461544083, 2.0611150339245796, 2.0537936907439005, 2.0427143165753003, 2.035023396568639, 2.0277786904147694, 2.020897798949764, 2.01436487727222, 2.008582087144965, 2.0050923320509138]
VAE_e30_lf32_b1.0_hl128_lr1e-05	0	500	32	1.0	1e-05	0	0	30	[14.49643349647522, 13.78805685043335, 13.789433717727661, 13.805378913879395, 13.783959150314331, 13.795406818389893, 13.786617994308472, 13.779589653015137, 13.771384477615356, 13.773584842681885, 13.767748832702637, 13.762696266174316, 13.855161666870117, 13.760209798812866, 13.777161836624146, 13.769079446792603, 13.767220497131348, 13.771562099456787, 13.767005443572998, 13.75757622718811, 13.754814147949219, 13.771706819534302, 13.753022909164429, 13.766805410385132, 13.781832695007324, 13.781005859375, 13.775058507919312, 13.76367735862732, 13.761361598968506, 13.768420219421387]	[1156.3421699206035, 78.0036978267488, 64.45462812696185, 59.430430662064325, 55.412850448063445, 51.516723576046175, 47.50621658279782, 43.219827356792635, 38.99426928588322, 35.06564319701422, 31.47992023399898, 28.215003183909825, 25.259782967113313, 22.586126424017408, 20.169555811654952, 17.99047163838432, 16.033881641569593, 14.279089209579286, 12.710412925197964, 11.318949810096196, 10.095795214176178, 9.011549438749041, 8.056223860808782, 7.221370928344273, 6.495883608148212, 5.866460844164803, 5.3153260960465385, 4.843219964277177, 4.4325365878286815, 4.08185163849876]	0	0	[1142.4720836139861, 72.8713012763432, 61.93884101368132, 57.07265777814956, 53.11885110537211, 49.25713054339091, 45.27071759814308, 41.00342458770389, 36.79062993185861, 32.87399986244383, 29.302875592595054, 26.05021840050107, 23.10649628298623, 20.444027713366918, 18.040749697458175, 15.873697349003383, 13.927011027222587, 12.183649281660715, 10.625775019327799, 9.243893569424039, 8.029986436877932, 6.956005647068932, 6.009780358700525, 5.183406596382459, 4.466551827532904, 3.8436366071303687, 3.299739257210777, 2.8329999045956704, 2.4273522152077582, 2.079930901527405]	[13.870088548887344, 5.132396507830847, 2.5157869990382875, 2.3577728051514852, 2.293999344820068, 2.259593102903593, 2.235498986783482, 2.216402835079602, 2.2036393022253398, 2.191643462294624, 2.1770446641104564, 2.1647847571543286, 2.153286718896457, 2.142098748967761, 2.1288061439990997, 2.116774283349514, 2.106870628538586, 2.095439955946945, 2.084637927867117, 2.0750562449296317, 2.0658087687832967, 2.0555437838747386, 2.0464435074300993, 2.0379643358644985, 2.0293317770674113, 2.0228242359700657, 2.015586829256444, 2.0102200603910854, 2.0051843779427663, 2.001920743712357]
VAE_e30_lf32_b5.0_hl128_lr1e-05	0	500	32	5.0	1e-05	0	0	30	[14.486634731292725, 13.889034986495972, 13.902878522872925, 13.923917055130005, 13.914473295211792, 13.91443395614624, 13.91546082496643, 13.875284671783447, 13.967278957366943, 13.924591779708862, 13.852379322052002, 13.850780963897705, 13.893533945083618, 13.858191728591919, 13.875540733337402, 13.89504861831665, 13.890337228775024, 13.88700819015503, 13.888684511184692, 13.882538795471191, 13.884375810623169, 13.89310598373413, 13.90963625907898, 13.897615194320679, 13.888347148895264, 13.898029804229736, 13.896663904190063, 13.90229320526123, 13.90164041519165, 13.892466306686401]	[17895.066342126756, 719.7753365834554, 358.5363487062, 283.0514983222598, 253.03844706217447, 232.73161988031296, 215.79711786905924, 200.1983048575265, 185.20536309196837, 170.8582288424174, 157.0771997088478, 143.81685043516615, 131.0834083557129, 118.98323406491961, 107.45956731977917, 96.55883309954689, 86.33127039954776, 76.7797919000898, 68.12116295950753, 60.15665838831947, 52.92812890098209, 46.392464194978984, 40.51389116900308, 35.27554029510135, 30.646902737163362, 26.53519830817268, 22.951329004196893, 19.862928132216137, 17.188080847263336, 14.876348132178897]	0	0	[17881.13835289365, 714.5070005144391, 356.0403021857852, 280.7265288943336, 250.77024509793236, 230.49208091554186, 213.57588254837762, 197.99139027368454, 183.01678389594667, 168.68131567182996, 154.9126624152774, 141.66389483497255, 128.9401107969738, 116.8540036110651, 105.34068663914998, 94.45083309355236, 84.23246689069839, 74.69096953528268, 66.04359682401021, 58.08872334162394, 50.86976230712164, 44.342781129337496, 38.472593665122986, 33.24126608031137, 28.620439921106613, 24.515425489062356, 20.936273603212264, 17.85325689542861, 15.18202015615645, 12.875654336952028]	[13.927880849157061, 5.268335334601856, 2.496047149811472, 2.324969153319086, 2.2682021891786937, 2.2395389477411904, 2.2212355718726204, 2.20691456752164, 2.188578934186981, 2.176913321018219, 2.164537035283588, 2.1529557669446584, 2.143297513680799, 2.129230492171787, 2.1188806384092285, 2.108000125558603, 2.0988036511199817, 2.0888222725618455, 2.0775659144634293, 2.0679350711760067, 2.0583666378543493, 2.0496830266146433, 2.0412975535506295, 2.0342741793110255, 2.026462854019233, 2.019772758441312, 2.015055396727153, 2.00967130277838, 2.006060623696872, 2.000693789905026]
VAE_e30_lf32_b10.0_hl128_lr1e-05	0	500	32	10.0	1e-05	0	0	30	[14.41388487815857, 13.84658432006836, 13.925104141235352, 13.819796323776245, 13.819122314453125, 13.803280115127563, 13.804072856903076, 13.856848239898682, 13.923197984695435, 13.93566083908081, 13.917471647262573, 13.937398433685303, 13.925353527069092, 13.879602670669556, 13.832996845245361, 13.825368642807007, 13.827319145202637, 13.836166143417358, 13.8285231590271, 13.81510853767395, 13.77819275856018, 13.80065369606018, 13.781357765197754, 13.7813560962677, 13.789531469345093, 13.802847385406494, 13.777223825454712, 13.770503044128418, 13.778451442718506, 13.777114868164062]	[7325.311816624233, 791.441024416969, 720.0514226640973, 664.0593902951196, 607.1317227681478, 552.7576323009673, 501.7417249225435, 453.80184291657946, 409.23989704677035, 368.30432274228053, 330.64647656395323, 296.0173996062506, 264.32032108306885, 235.27489707583473, 208.70800590515137, 184.53679779597692, 162.62733731951033, 142.74793799718222, 124.86074302310035, 108.8170767284575, 94.45767836343674, 81.67974960236322, 70.3697505110786, 60.416955346152896, 51.68024132365272, 44.01850349562509, 37.36217640695118, 31.587894462403796, 26.66364217939831, 22.43600829442342]	0	0	[7311.457362765357, 786.1965048653739, 717.5425972711472, 661.7233035677955, 604.8513126373291, 550.5043946220761, 499.51232029142835, 451.5867740994408, 407.037921451387, 366.1129678090413, 328.4700162070138, 293.84817695617676, 262.16583410898846, 233.13312494187127, 206.57644421713692, 182.4180500393822, 160.51947956993467, 140.6524624143328, 122.77538435799735, 106.74403744652157, 92.39372598557244, 79.62660068557376, 68.32548068818592, 58.38178496133713, 49.65434518314543, 41.999032156808035, 35.34791615463438, 29.578618554841903, 24.659468577021645, 20.43520830926441]	[13.854459490094866, 5.24451953740347, 2.5088253886926744, 2.3360875043131055, 2.2804103933629536, 2.2532388269901276, 2.229403798778852, 2.215068966859863, 2.2019749255407426, 2.191355138307526, 2.176459694902102, 2.1692232205754234, 2.154486922281129, 2.141772169087614, 2.1315616305385316, 2.1187479840148065, 2.1078576250445273, 2.0954756619674817, 2.0853588644947325, 2.0730394309475306, 2.0639523838957152, 2.0531487315893173, 2.04426987717549, 2.0351703191796937, 2.0258961568276086, 2.019471307595571, 2.014260206194151, 2.009275873856885, 2.0041736069889295, 2.0007999372624217]
VAE_e30_lf32_b50.0_hl128_lr1e-05	0	500	32	50.0	1e-05	0	0	30	[14.420663595199585, 13.834364652633667, 13.834746599197388, 13.74803638458252, 13.68736481666565, 13.660553693771362, 13.6665198802948, 13.647661924362183, 13.625232458114624, 13.627060413360596, 13.618111371994019, 13.61092472076416, 13.61489725112915, 13.618197917938232, 13.622663497924805, 13.632543563842773, 13.628307580947876, 13.632431030273438, 13.64099645614624, 13.631911754608154, 13.621830224990845, 13.623878240585327, 13.630935192108154, 13.618420839309692, 13.62589979171753, 13.624811887741089, 13.624358654022217, 13.62343955039978, 13.627452850341797, 13.630051136016846]	[80848.53110031855, 4553.865931919643, 2767.9673952375138, 2411.8384657360257, 2216.431979951404, 2054.365777151925, 1906.2258722214472, 1766.167704990932, 1631.1155479067847, 1501.6453000023253, 1377.7350598289854, 1260.3899112883068, 1148.9515211922783, 1043.3043454488118, 944.0468820844378, 851.1867966424851, 764.7504319690522, 684.2211104801723, 610.4768221718924, 542.4387606666202, 480.69264838809056, 424.1787516276042, 373.691293988909, 328.6035211199806, 288.46362322852724, 252.11201072874525, 220.72671849387032, 206.07250313531785, 177.53060365858533, 147.30269522893997]	0	0	[80834.62456839425, 4548.607468377976, 2765.5120399111793, 2409.5373811267673, 2214.1764602661133, 2052.132441566104, 1904.0108777000792, 1763.9679133097331, 1628.927159263974, 1499.4691721598308, 1375.5728421892438, 1258.23671631586, 1146.8085087367467, 1041.172248113723, 941.9255194891067, 849.0764806838263, 762.650573912121, 682.1293384007046, 608.3953723907471, 540.3665924072266, 478.62991124107725, 422.12248030162993, 371.6440010979062, 326.5631185259138, 286.43190638224286, 250.08419372921898, 218.70636313302177, 204.0577430270967, 175.52113928113664, 145.29688097181776]	[13.906215710299355, 5.258457553528604, 2.4553587223802293, 2.30108299496628, 2.2555172656263625, 2.2333381793328693, 2.214994694505419, 2.1997925582386197, 2.1883888386544728, 2.176127178328378, 2.1622189467861537, 2.1531949724469865, 2.143013765414556, 2.1320964477601505, 2.121363242112455, 2.1103156194800423, 2.0998571032569524, 2.0917721731322154, 2.0814515639628683, 2.072168520163922, 2.0627370352546373, 2.0562702420921553, 2.0472926185244607, 2.0404027295964107, 2.031716037719023, 2.027817643824078, 2.0203553707826707, 2.014760297678766, 2.0094643799321994, 2.005813889915035]
VAE_e30_lf16_b0.01_hl128_lr1e-05	0	500	16	0.01	1e-05	0	0	30	[13.068556785583496, 12.491995573043823, 12.503081560134888, 12.486095190048218, 12.467679262161255, 12.480471134185791, 12.545203924179077, 12.470728635787964, 12.48023009300232, 12.480500936508179, 12.530802488327026, 12.521275043487549, 12.531590700149536, 12.548272609710693, 12.56752872467041, 12.572425365447998, 12.5677330493927, 12.628713846206665, 12.585410356521606, 12.609938383102417, 12.580634355545044, 12.570690870285034, 12.568517446517944, 12.602391481399536, 12.639127254486084, 12.636579275131226, 12.632973909378052, 12.648696899414062, 12.763866186141968, 12.785334825515747]	[34.533584188847314, 12.974088098321642, 6.7046677952721, 3.7120644641774043, 3.216559504469236, 3.048810220190457, 2.9457125947588967, 2.87191832278456, 2.805059782096318, 2.7448928242637995, 2.6863834879228046, 2.635353013163521, 2.579184422890345, 2.528083582719167, 2.4846005524907793, 2.4384866002060117, 2.395040580204555, 2.352985848983129, 2.31507484685807, 2.278311719497045, 2.2430977665242695, 2.2115582610879625, 2.181853468929018, 2.1554997825906392, 2.1309200127919516, 2.108827686735562, 2.0918091315598715, 2.0759292085255896, 2.0613844476285434, 2.0504950171425227]	0	0	[19.67597265825385, 0.7720282021022978, 0.565831781852813, 0.5038774228166967, 0.4675828896108128, 0.43940955790735425, 0.4136667542514347, 0.38925530947744846, 0.36482411472215537, 0.34031168486745583, 0.31644155493094805, 0.2937187835840242, 0.27172783123595373, 0.25107863017668325, 0.23129789158701897, 0.21274916326538437, 0.19506152905523777, 0.1783330581993574, 0.1628932227336225, 0.14823689345004304, 0.13444314207438202, 0.12154523959560763, 0.1093376607944568, 0.0979179278503926, 0.0873496237188755, 0.07763909351169354, 0.06877607986375335, 0.06060989702209121, 0.05302153120837396, 0.046148395753421244]	[14.857611854871115, 12.202059882027763, 6.13883601129055, 3.2081870401189443, 2.74897661734195, 2.609400663347471, 2.532045836959566, 2.482663007719176, 2.440235667995044, 2.404581143742516, 2.369941927847408, 2.341634225987253, 2.307456591299602, 2.277004952232043, 2.253302659307207, 2.225737430510067, 2.1999790483996984, 2.174652793577739, 2.1521816289141062, 2.130074830282302, 2.1086546264234043, 2.0900130247076354, 2.072515805207548, 2.0575818543632827, 2.0435703978652047, 2.031188590895562, 2.0230330498445603, 2.0153193150957427, 2.0083629148347035, 2.004346616566181]
VAE_e30_lf16_b0.05_hl128_lr1e-05	0	500	16	0.05	1e-05	0	0	30	[13.245481491088867, 12.72217345237732, 12.826671123504639, 12.804667711257935, 12.784708976745605, 12.800146102905273, 12.808897256851196, 12.796907663345337, 12.73996090888977, 12.670358896255493, 12.61791467666626, 12.604064226150513, 12.587109327316284, 12.590883731842041, 12.58313250541687, 12.579688549041748, 12.68497109413147, 12.682687520980835, 12.69325065612793, 12.73822808265686, 12.769801378250122, 12.747766017913818, 12.742016077041626, 12.748995065689087, 12.768614530563354, 12.750641345977783, 12.718796968460083, 12.725052833557129, 12.662709712982178, 12.635835647583008]	[34.085049674624486, 14.745197392645336, 8.544623445896875, 5.384000667503902, 4.609589904546738, 4.223776945755596, 3.9367920075144087, 3.6986842304468155, 3.499282126625379, 3.3243503662801923, 3.1764784583023618, 3.0421563252097084, 2.9193795174360275, 2.814537378294127, 2.7145447787784396, 2.629478015360378, 2.5507583958762035, 2.481405243987129, 2.4183035166490647, 2.363658146489234, 2.313343663300787, 2.2702152863854455, 2.229860015568279, 2.1971265382709957, 2.164593225433713, 2.138164570998578, 2.116683436646348, 2.0959810742310117, 2.0810073486396243, 2.0678415401350883]	0	0	[19.32383736542293, 2.765820661116214, 2.2843528297685443, 1.9918665609189443, 1.764953919109844, 1.5697455572940053, 1.3951925621146248, 1.2356046118906565, 1.0911478095111393, 0.9612079012606826, 0.8443416979696069, 0.7390653746468681, 0.6447456253781205, 0.5596949118411257, 0.4844129253178835, 0.41816556231961366, 0.3601478880182618, 0.3092973559119162, 0.265238131174729, 0.22668766864531098, 0.19334683048405818, 0.16481620104362568, 0.14009934495247545, 0.11933880068716549, 0.10193764515930698, 0.0871135448216505, 0.07491123767214872, 0.06509775947779417, 0.057378905780968215, 0.05101785970674384]	[14.76121250504539, 11.979376704919906, 6.260270611161277, 3.3921341044562205, 2.8446359719548906, 2.654031378172693, 2.541599451785996, 2.4630796157178425, 2.408134314275923, 2.3631424563271657, 2.3321367516404106, 2.3030909363712584, 2.274633886558669, 2.2548424558980122, 2.2301318553232012, 2.211312457919121, 2.190610511671929, 2.1721078959249316, 2.153065391949245, 2.1369704738968895, 2.1199968347237226, 2.1053990927480517, 2.0897606795742396, 2.0777877381160144, 2.0626555808952878, 2.0510510341042565, 2.041772204140822, 2.0308833182567643, 2.023628453768435, 2.016823689852442]
VAE_e30_lf16_b0.1_hl128_lr1e-05	0	500	16	0.1	1e-05	0	0	30	[13.212538957595825, 12.592767000198364, 12.64835000038147, 12.635933876037598, 12.61897587776184, 12.661813974380493, 12.633206605911255, 12.628194332122803, 12.633867025375366, 12.663184881210327, 12.663593769073486, 12.670498609542847, 12.665858268737793, 12.663192510604858, 12.670629501342773, 12.674507856369019, 12.648557424545288, 12.663014888763428, 12.64842176437378, 12.652181148529053, 12.660249471664429, 12.660922050476074, 12.658860921859741, 12.645146608352661, 12.657244682312012, 12.664487838745117, 12.659382581710815, 12.654675006866455, 12.645843029022217, 12.656967639923096]	[42.28961915629251, 18.339358026073093, 12.010355855737414, 8.611020550841378, 7.6484499999455045, 7.105669008834021, 6.682139345577785, 6.300626824299495, 5.960850612038658, 5.632190528370085, 5.295722281648999, 4.980769659791674, 4.6804250209104445, 4.4043207204058055, 4.150913237815812, 3.9152048861696604, 3.709099856870515, 3.5232415149609246, 3.3550432388271605, 3.208307769326937, 3.0749082260188603, 2.9586254911763326, 2.850594857618922, 2.7562053260349093, 2.6690392401956378, 2.594908979677019, 2.524390969248045, 2.463795842868941, 2.4102974839153744, 2.3602339859519685]	0	0	[27.5072492928732, 6.268035990851266, 5.619240875755038, 5.143793609170687, 4.755559502612977, 4.40962344620909, 4.092524109142167, 3.7926655276900245, 3.504930087498256, 3.2188773034583953, 2.9260942737261453, 2.645244019017333, 2.379761017858982, 2.1299511481608664, 1.9002567203271956, 1.692707515188626, 1.5098530980093139, 1.3478205283837659, 1.202482697509584, 1.0746646805533342, 0.9617990205685297, 0.8608498592816648, 0.7711501098459675, 0.6909602759849458, 0.6188907050305889, 0.5542541244732482, 0.49528417532287894, 0.44308194358433994, 0.3959491334500767, 0.3521769487609466]	[14.782369565396081, 12.07132203238351, 6.391114988497326, 3.4672269565718516, 2.8928904973325276, 2.6960455647536685, 2.5896152541750954, 2.50796130441484, 2.4559205295074555, 2.4133132291691646, 2.3696280178569613, 2.3355256283567067, 2.3006640055349896, 2.2743695860817317, 2.2506565096832456, 2.222497378076826, 2.1992467677309397, 2.1754209796587625, 2.152560543446314, 2.1336430839839435, 2.113109196225802, 2.0977756196544286, 2.0794447419189273, 2.065245036213171, 2.050148525408336, 2.0406548490836505, 2.029106797561759, 2.0207139072673663, 2.0143483536584035, 2.0080570436659313]
VAE_e30_lf16_b0.5_hl128_lr1e-05	0	500	16	0.5	1e-05	0	0	30	[13.257702112197876, 12.666037321090698, 12.679644346237183, 12.64289116859436, 12.655502319335938, 12.650899410247803, 12.661922931671143, 12.655941724777222, 12.657726049423218, 12.658710956573486, 12.648871421813965, 12.647254943847656, 12.65129017829895, 12.634135723114014, 12.594722747802734, 12.647143602371216, 12.64253830909729, 12.64687991142273, 12.647426128387451, 12.644298791885376, 12.648102283477783, 12.634188175201416, 12.629737854003906, 12.66360878944397, 12.661884307861328, 12.65579104423523, 12.649606704711914, 12.642125368118286, 12.769213914871216, 12.814054012298584]	[550.8531970977783, 67.86953976040795, 42.13248861403692, 32.925276716550194, 29.3620095820654, 27.16141052473159, 25.44181317942483, 23.942765831947327, 22.57439407280513, 21.299151301383972, 20.09265395573207, 18.954175818534125, 17.87702541124253, 16.843422566141403, 15.866201642013731, 14.93684061084475, 14.051763304642268, 13.215595472426642, 12.423151731491089, 11.676347772280375, 10.970265294824328, 10.298731383823213, 9.669407742364067, 9.079922121195565, 8.52373059306826, 7.997295562710081, 7.5050638772192455, 7.04285147360393, 6.614191610188711, 6.214756816625595]	0	0	[536.0837208657038, 55.944140627270656, 35.99835098925091, 29.58280158610571, 26.549866835276287, 24.538304822785513, 22.92335602215358, 21.492297955921718, 20.1715236221041, 18.93008097580501, 17.755281649884722, 16.64017884788059, 15.581306082861763, 14.573055644830069, 13.614278387455713, 12.704466930457524, 11.841132714634849, 11.024775195689429, 10.251311631429763, 9.5207987342562, 8.832893043756485, 8.180861849160422, 7.5674607640221, 6.991757957708268, 6.450842363493783, 5.936922599871953, 5.45708351333936, 5.006608686276844, 4.586862855014347, 4.195202032725017]	[14.769472420215607, 11.925399090562548, 6.134137560923894, 3.342475121219953, 2.8121427304687954, 2.6231057168472383, 2.5184572005555745, 2.450467898022561, 2.402870466311773, 2.3690703326747533, 2.337372283140818, 2.31399698981217, 2.2957193170275008, 2.2703668688024794, 2.251923230432329, 2.232373678258487, 2.2106305900074186, 2.190820288090479, 2.17184011283375, 2.1555490522157577, 2.1373722773222696, 2.1178695229547366, 2.101946991469179, 2.0881641503600847, 2.072888200481733, 2.060372963192917, 2.0479803518170403, 2.036242793003718, 2.027328765108472, 2.0195547693542073]
VAE_e30_lf16_b1.0_hl128_lr1e-05	0	500	16	1.0	1e-05	0	0	30	[13.253943920135498, 12.660585165023804, 12.646693468093872, 12.643974781036377, 12.64093804359436, 12.6477952003479, 12.639216899871826, 12.634508848190308, 12.643730163574219, 12.530085802078247, 12.681029081344604, 12.639647722244263, 12.634256601333618, 12.632733345031738, 12.617683172225952, 12.630771160125732, 12.622857093811035, 12.635047674179077, 12.614757776260376, 12.630095720291138, 12.628032684326172, 12.624160289764404, 12.629955530166626, 12.645456552505493, 12.631071090698242, 12.608973979949951, 12.623822450637817, 12.652931451797485, 12.67882513999939, 12.670036792755127]	[672.5596410433451, 86.1010010923658, 68.96475655691964, 57.58357664516994, 49.57546735945202, 42.42334189301445, 35.80115206468673, 30.13922453494299, 25.2979553597314, 21.13233084905715, 17.724559017590114, 14.94452680860247, 12.681948517050062, 10.846777407895951, 9.393490473429361, 8.234632503418695, 7.291593382755916, 6.521423679022562, 5.889027831100282, 5.3528915374051955, 4.8889888525009155, 4.453307168114753, 4.0309381286303205, 3.7189351951792124, 3.5011368812549684, 3.3215539952119193, 3.1688358797913505, 3.039799465310006, 2.930555006577855, 2.838047608733177]	0	0	[657.7057897022793, 73.63221748669942, 62.192187740689235, 54.1180708635421, 46.724004473005024, 39.76039409637451, 33.24656631265368, 27.6562613930021, 22.85897731781006, 18.733842662402562, 15.366369136742183, 12.616553014232998, 10.386403603213173, 8.578964961426598, 7.15477747008914, 6.018066274268286, 5.102346069046429, 4.357441131557737, 3.7479612053859803, 3.233169884199188, 2.787817277369045, 2.3720790836073102, 1.965948220874582, 1.6703356972762518, 1.4631785225300562, 1.2954135966442881, 1.1511925281513304, 1.0282869974062556, 0.9246186436641783, 0.8374849541911057]	[14.85386457045873, 12.468783665271033, 6.772568899960745, 3.4655057213136127, 2.8514629268930074, 2.6629477505173003, 2.5545857768683207, 2.482963136264256, 2.4389780653374538, 2.398488225681441, 2.3581898560126624, 2.327973785854521, 2.2955449046123597, 2.2678124748525166, 2.238713006178538, 2.216566243341991, 2.1892473108711696, 2.163982546755246, 2.1410666157801947, 2.119721664204484, 2.101171581872872, 2.08122807067065, 2.0649898861135756, 2.0485995021604357, 2.037958358724912, 2.0261404038894746, 2.017643349866072, 2.011512470032488, 2.0059363710738363, 2.0005626557838347]
VAE_e30_lf16_b5.0_hl128_lr1e-05	0	500	16	5.0	1e-05	0	0	30	[13.403075695037842, 12.832354545593262, 12.816418886184692, 12.789899587631226, 12.799261808395386, 12.795789003372192, 12.813073635101318, 12.798003435134888, 12.809429168701172, 12.781311750411987, 12.802835702896118, 12.796154022216797, 12.797577142715454, 12.77716612815857, 12.774349689483643, 12.781222343444824, 12.797184228897095, 12.792783737182617, 12.798957347869873, 12.801957607269287, 12.782101154327393, 12.796590328216553, 12.789557456970215, 12.747199058532715, 12.807269811630249, 12.774381399154663, 12.779762744903564, 12.73704743385315, 12.683289051055908, 12.700170278549194]	[3312.752769470215, 477.8737581343878, 345.0653191975185, 274.5670678274972, 226.959712437221, 193.59054715292794, 168.01445772534325, 147.04213496616907, 129.1730552173796, 113.41059898194813, 99.16642577307564, 86.20688152313232, 74.54392889567784, 64.09701873007275, 54.57919695263817, 45.188684701919556, 37.337462283316114, 31.3673863978613, 26.455509929429915, 22.38097626254672, 18.977086606479826, 16.151931569689797, 13.925946567739759, 12.199310106890541, 10.85727536110651, 9.819662837755113, 9.000575277067366, 8.342881431182226, 7.801070210479555, 7.342364687295187]	0	0	[3297.897516704741, 465.3559276944115, 338.2636113848005, 271.09073943183535, 224.07519540332612, 190.89595608484177, 165.4219536781311, 144.51930018833704, 126.70726310639154, 110.99240044185093, 96.78626121793475, 83.86172593207587, 72.23317067963737, 61.81220110257467, 52.3187617687952, 42.952870073772615, 35.12430657091595, 29.178127873511542, 24.284705814861116, 20.23124162356059, 16.845375075226737, 14.036952407587142, 11.826747692766643, 10.116031165633883, 8.789701647701717, 7.76479649685678, 6.956715837830589, 6.308756161303747, 5.774993594203677, 5.32403779171762]	[14.855260738304683, 12.517829653762636, 6.801708068166461, 3.476328262970561, 2.884517238253639, 2.694591150397346, 2.59250378324872, 2.522834673523903, 2.4657919768776213, 2.4181986167317344, 2.380164540239743, 2.345155576864878, 2.310758101798239, 2.28481773180621, 2.260435103660538, 2.235814637371472, 2.213155773423967, 2.189258569053241, 2.170804124502909, 2.149734615570023, 2.131711563893727, 2.1149791443631765, 2.0991988717800094, 2.0832789231623923, 2.067573718726635, 2.054866346574965, 2.0438594541379382, 2.0341252854892184, 2.026076588602293, 2.018326911897886]
